Portfolio,Geography,Category,Brand,Segment,Sales,Margin,Trend,Contribution,Min_Trend,Max_Trend,Min_Contribution,Max_Contribution
Beauty,South America,Makeup,Kaybeauty,Conditioner,295389,0.48,0.05,0.22,0.030000000000000002,0.07,0.16999999999999998,0.27
Beauty,North America,Makeup,L'Oreal,Mascara,418954,0.47,0.19,0.29,0.17,0.21,0.24,0.33999999999999997
Beauty,North America,Hair,Kaybeauty,Lipstick,348784,0.48,0.17,0.18,0.15000000000000002,0.19,0.13,0.22999999999999998
Luxury,Africa,Hair,Kaybeauty,Hair Spray,275612,0.39,0.05,0.1,0.030000000000000002,0.07,0.05,0.15000000000000002
Luxury,Asia,Skincare,Kaybeauty,Hair Spray,214998,0.26,0.18,0.11,0.16,0.19999999999999998,0.06,0.16
Beauty,Europe,Hair,Kaybeauty,Lipstick,304935,0.32,0.02,0.26,0.0,0.04,0.21000000000000002,0.31
Beauty,Asia,Fragrance,Kaybeauty,Toner,226289,0.5,0.05,0.28,0.030000000000000002,0.07,0.23000000000000004,0.33
Personal Care,Europe,Makeup,MAC,Conditioner,324357,0.43,0.0,0.17,-0.02,0.02,0.12000000000000001,0.22000000000000003
Personal Care,North America,Skincare,MAC,Mascara,259409,0.37,0.02,0.15,0.0,0.04,0.09999999999999999,0.2
Personal Care,Europe,Body,Kaybeauty,Lipstick,415039,0.45,0.12,0.21,0.09999999999999999,0.13999999999999999,0.15999999999999998,0.26
Luxury,Africa,Body,MAC,Perfume,342412,0.25,0.2,0.2,0.18000000000000002,0.22,0.15000000000000002,0.25
Luxury,Europe,Hair,Kaybeauty,Lipstick,455544,0.46,0.08,0.21,0.06,0.1,0.15999999999999998,0.26
Beauty,North America,Makeup,Kaybeauty,Mascara,114162,0.26,0.03,0.09,0.009999999999999998,0.05,0.039999999999999994,0.14
Personal Care,South America,Fragrance,L'Oreal,Mascara,124310,0.23,0.14,0.06,0.12000000000000001,0.16,0.009999999999999995,0.11
Beauty,Africa,Body,MAC,Toner,246000,0.18,0.16,0.15,0.14,0.18,0.09999999999999999,0.2
Personal Care,Asia,Hair,MAC,Hair Spray,272452,0.33,0.07,0.15,0.05,0.09000000000000001,0.09999999999999999,0.2
Luxury,South America,Makeup,Kaybeauty,Foundation,62926,0.21,0.09,0.07,0.06999999999999999,0.11,0.020000000000000004,0.12000000000000001
Beauty,Europe,Makeup,L'Oreal,Lipstick,453985,0.33,0.18,0.15,0.16,0.19999999999999998,0.09999999999999999,0.2
Beauty,Asia,Hair,Kaybeauty,Toner,179191,0.11,0.02,0.19,0.0,0.04,0.14,0.24
Personal Care,Africa,Makeup,L'Oreal,Shampoo,292521,0.32,0.13,0.2,0.11,0.15,0.15000000000000002,0.25
Personal Care,Asia,Hair,MAC,Mascara,120975,0.23,0.08,0.22,0.06,0.1,0.16999999999999998,0.27
Personal Care,Africa,Makeup,MAC,Body Lotion,193573,0.19,0.01,0.18,-0.01,0.03,0.13,0.22999999999999998
Beauty,North America,Body,L'Oreal,Lipstick,330245,0.13,0.19,0.24,0.17,0.21,0.19,0.29
Beauty,Africa,Fragrance,Kaybeauty,Toner,194654,0.48,0.19,0.23,0.17,0.21,0.18,0.28
Beauty,North America,Skincare,L'Oreal,Conditioner,338441,0.27,0.05,0.06,0.030000000000000002,0.07,0.009999999999999995,0.11
Luxury,Africa,Skincare,L'Oreal,Bronzer,236478,0.46,0.16,0.2,0.14,0.18,0.15000000000000002,0.25
Personal Care,South America,Makeup,Kaybeauty,Foundation,145195,0.34,-0.01,0.18,-0.03,0.01,0.13,0.22999999999999998
Luxury,Africa,Hair,Kaybeauty,Body Lotion,314340,0.2,0.17,0.24,0.15000000000000002,0.19,0.19,0.29
Personal Care,South America,Makeup,L'Oreal,Body Lotion,120540,0.44,0.04,0.09,0.02,0.06,0.039999999999999994,0.14
Personal Care,Africa,Fragrance,MAC,Hair Spray,92399,0.23,0.17,0.19,0.15000000000000002,0.19,0.14,0.24
Beauty,North America,Fragrance,Kaybeauty,Mascara,348029,0.32,0.2,0.19,0.18000000000000002,0.22,0.14,0.24
Personal Care,Asia,Body,L'Oreal,Lipstick,490087,0.16,0.17,0.1,0.15000000000000002,0.19,0.05,0.15000000000000002
Personal Care,Europe,Fragrance,Kaybeauty,Foundation,349221,0.3,0.0,0.07,-0.02,0.02,0.020000000000000004,0.12000000000000001
Luxury,Asia,Fragrance,L'Oreal,Shampoo,163271,0.44,0.08,0.23,0.06,0.1,0.18,0.28
Luxury,North America,Hair,L'Oreal,Bronzer,182508,0.17,0.18,0.08,0.16,0.19999999999999998,0.03,0.13
Beauty,South America,Makeup,L'Oreal,Conditioner,290904,0.26,0.12,0.23,0.09999999999999999,0.13999999999999999,0.18,0.28
Personal Care,North America,Fragrance,L'Oreal,Bronzer,227047,0.12,0.17,0.29,0.15000000000000002,0.19,0.24,0.33999999999999997
Luxury,Europe,Fragrance,MAC,Body Lotion,414860,0.18,0.12,0.07,0.09999999999999999,0.13999999999999999,0.020000000000000004,0.12000000000000001
Personal Care,North America,Makeup,Kaybeauty,Toner,395989,0.45,0.14,0.07,0.12000000000000001,0.16,0.020000000000000004,0.12000000000000001
Personal Care,Europe,Makeup,L'Oreal,Shampoo,155578,0.28,0.17,0.09,0.15000000000000002,0.19,0.039999999999999994,0.14
Personal Care,North America,Fragrance,Kaybeauty,Bronzer,452628,0.2,-0.02,0.22,-0.04,0.0,0.16999999999999998,0.27
Beauty,North America,Body,MAC,Mascara,499440,0.48,0.18,0.11,0.16,0.19999999999999998,0.06,0.16
Personal Care,South America,Makeup,L'Oreal,Bronzer,388577,0.13,0.05,0.22,0.030000000000000002,0.07,0.16999999999999998,0.27
Personal Care,Asia,Makeup,L'Oreal,Lipstick,68243,0.42,-0.02,0.2,-0.04,0.0,0.15000000000000002,0.25
Personal Care,Europe,Body,L'Oreal,Conditioner,387468,0.15,0.18,0.29,0.16,0.19999999999999998,0.24,0.33999999999999997
Beauty,Europe,Skincare,MAC,Foundation,410473,0.42,0.01,0.18,-0.01,0.03,0.13,0.22999999999999998
Luxury,Asia,Hair,L'Oreal,Perfume,173765,0.4,0.18,0.05,0.16,0.19999999999999998,0.0,0.1
Personal Care,Africa,Makeup,L'Oreal,Conditioner,491289,0.14,0.03,0.09,0.009999999999999998,0.05,0.039999999999999994,0.14
Personal Care,Europe,Makeup,L'Oreal,Mascara,434691,0.36,0.07,0.26,0.05,0.09000000000000001,0.21000000000000002,0.31
Luxury,North America,Body,Kaybeauty,Body Lotion,188822,0.14,-0.04,0.12,-0.06,-0.02,0.06999999999999999,0.16999999999999998
Personal Care,Europe,Body,L'Oreal,Mascara,296605,0.27,0.12,0.3,0.09999999999999999,0.13999999999999999,0.25,0.35
Beauty,Asia,Body,L'Oreal,Conditioner,360853,0.34,0.11,0.14,0.09,0.13,0.09000000000000001,0.19
Luxury,Asia,Hair,Kaybeauty,Mascara,74336,0.34,0.01,0.13,-0.01,0.03,0.08,0.18
Luxury,Africa,Body,MAC,Lipstick,129714,0.16,-0.04,0.1,-0.06,-0.02,0.05,0.15000000000000002
Personal Care,North America,Fragrance,MAC,Shampoo,265363,0.4,0.03,0.29,0.009999999999999998,0.05,0.24,0.33999999999999997
Luxury,South America,Fragrance,MAC,Toner,235123,0.32,-0.01,0.12,-0.03,0.01,0.06999999999999999,0.16999999999999998
Luxury,Asia,Body,MAC,Mascara,284561,0.14,-0.01,0.24,-0.03,0.01,0.19,0.29
Beauty,Europe,Skincare,L'Oreal,Perfume,81854,0.2,0.04,0.25,0.02,0.06,0.2,0.3
Beauty,Asia,Makeup,L'Oreal,Toner,360250,0.18,0.07,0.15,0.05,0.09000000000000001,0.09999999999999999,0.2
Beauty,Africa,Fragrance,Kaybeauty,Hair Spray,127656,0.15,0.18,0.12,0.16,0.19999999999999998,0.06999999999999999,0.16999999999999998
Beauty,Africa,Body,MAC,Bronzer,328409,0.14,0.01,0.15,-0.01,0.03,0.09999999999999999,0.2
Beauty,Asia,Hair,Kaybeauty,Hair Spray,423830,0.29,0.19,0.1,0.17,0.21,0.05,0.15000000000000002
Personal Care,Africa,Fragrance,Kaybeauty,Foundation,322426,0.35,0.18,0.17,0.16,0.19999999999999998,0.12000000000000001,0.22000000000000003
Personal Care,Europe,Body,MAC,Hair Spray,237461,0.28,-0.05,0.3,-0.07,-0.030000000000000002,0.25,0.35
Personal Care,Europe,Hair,Kaybeauty,Toner,172942,0.13,0.15,0.29,0.13,0.16999999999999998,0.24,0.33999999999999997
Luxury,Asia,Fragrance,L'Oreal,Conditioner,183846,0.23,0.1,0.29,0.08,0.12000000000000001,0.24,0.33999999999999997
Personal Care,Europe,Fragrance,L'Oreal,Hair Spray,408681,0.36,0.12,0.26,0.09999999999999999,0.13999999999999999,0.21000000000000002,0.31
Beauty,South America,Hair,MAC,Perfume,365050,0.19,-0.03,0.05,-0.05,-0.009999999999999998,0.0,0.1
Luxury,Europe,Body,MAC,Bronzer,228373,0.35,-0.01,0.14,-0.03,0.01,0.09000000000000001,0.19
Beauty,South America,Skincare,L'Oreal,Lipstick,73390,0.25,0.05,0.18,0.030000000000000002,0.07,0.13,0.22999999999999998
Personal Care,Africa,Hair,MAC,Toner,292936,0.5,0.04,0.26,0.02,0.06,0.21000000000000002,0.31
Beauty,Europe,Body,Kaybeauty,Shampoo,459379,0.46,0.0,0.21,-0.02,0.02,0.15999999999999998,0.26
Luxury,Europe,Hair,MAC,Hair Spray,143120,0.45,-0.01,0.19,-0.03,0.01,0.14,0.24
Personal Care,South America,Body,L'Oreal,Mascara,348402,0.16,-0.05,0.09,-0.07,-0.030000000000000002,0.039999999999999994,0.14
Beauty,Asia,Fragrance,MAC,Mascara,421021,0.4,0.1,0.25,0.08,0.12000000000000001,0.2,0.3
Personal Care,North America,Makeup,Kaybeauty,Foundation,492897,0.49,-0.04,0.19,-0.06,-0.02,0.14,0.24
Beauty,South America,Body,MAC,Mascara,231172,0.33,0.12,0.18,0.09999999999999999,0.13999999999999999,0.13,0.22999999999999998
Personal Care,North America,Fragrance,MAC,Bronzer,238398,0.24,0.03,0.13,0.009999999999999998,0.05,0.08,0.18
Luxury,Asia,Fragrance,L'Oreal,Conditioner,346695,0.11,-0.01,0.29,-0.03,0.01,0.24,0.33999999999999997
Luxury,South America,Hair,L'Oreal,Perfume,223708,0.16,0.12,0.29,0.09999999999999999,0.13999999999999999,0.24,0.33999999999999997
Personal Care,North America,Makeup,Kaybeauty,Toner,317337,0.31,0.08,0.17,0.06,0.1,0.12000000000000001,0.22000000000000003
Beauty,North America,Fragrance,L'Oreal,Mascara,414577,0.39,0.0,0.25,-0.02,0.02,0.2,0.3
Beauty,Europe,Body,L'Oreal,Conditioner,53768,0.26,0.06,0.28,0.039999999999999994,0.08,0.23000000000000004,0.33
Luxury,North America,Hair,MAC,Hair Spray,259610,0.46,0.16,0.23,0.14,0.18,0.18,0.28
Personal Care,Africa,Skincare,MAC,Mascara,247303,0.23,-0.01,0.19,-0.03,0.01,0.14,0.24
Beauty,Europe,Body,MAC,Foundation,53477,0.19,-0.02,0.17,-0.04,0.0,0.12000000000000001,0.22000000000000003
Personal Care,South America,Makeup,MAC,Body Lotion,74718,0.21,0.03,0.13,0.009999999999999998,0.05,0.08,0.18
Luxury,North America,Body,MAC,Bronzer,275751,0.4,-0.01,0.15,-0.03,0.01,0.09999999999999999,0.2
Beauty,South America,Body,L'Oreal,Perfume,129570,0.35,0.06,0.07,0.039999999999999994,0.08,0.020000000000000004,0.12000000000000001
Personal Care,Europe,Makeup,L'Oreal,Mascara,489600,0.49,0.1,0.23,0.08,0.12000000000000001,0.18,0.28
Beauty,North America,Fragrance,Kaybeauty,Bronzer,303007,0.11,0.17,0.09,0.15000000000000002,0.19,0.039999999999999994,0.14
Personal Care,Asia,Skincare,Kaybeauty,Hair Spray,377521,0.29,0.03,0.16,0.009999999999999998,0.05,0.11,0.21000000000000002
Personal Care,Europe,Body,MAC,Body Lotion,116421,0.17,0.17,0.11,0.15000000000000002,0.19,0.06,0.16
Beauty,South America,Skincare,MAC,Bronzer,483174,0.42,0.14,0.29,0.12000000000000001,0.16,0.24,0.33999999999999997
Luxury,South America,Hair,MAC,Toner,273923,0.33,-0.03,0.21,-0.05,-0.009999999999999998,0.15999999999999998,0.26
Personal Care,North America,Body,Kaybeauty,Shampoo,173355,0.48,-0.0,0.2,-0.02,0.02,0.15000000000000002,0.25
Beauty,South America,Hair,Kaybeauty,Hair Spray,378885,0.39,0.15,0.26,0.13,0.16999999999999998,0.21000000000000002,0.31
Personal Care,Europe,Fragrance,MAC,Hair Spray,97582,0.32,0.05,0.15,0.030000000000000002,0.07,0.09999999999999999,0.2
Luxury,Africa,Skincare,MAC,Mascara,475454,0.38,0.04,0.28,0.02,0.06,0.23000000000000004,0.33
Personal Care,North America,Skincare,L'Oreal,Mascara,51046,0.29,-0.0,0.12,-0.02,0.02,0.06999999999999999,0.16999999999999998
Beauty,North America,Hair,Kaybeauty,Mascara,408565,0.31,0.02,0.25,0.0,0.04,0.2,0.3
Beauty,South America,Fragrance,MAC,Hair Spray,474635,0.38,-0.03,0.28,-0.05,-0.009999999999999998,0.23000000000000004,0.33
Beauty,Asia,Skincare,L'Oreal,Foundation,226251,0.31,-0.03,0.21,-0.05,-0.009999999999999998,0.15999999999999998,0.26
Beauty,Asia,Skincare,Kaybeauty,Lipstick,360719,0.46,0.02,0.21,0.0,0.04,0.15999999999999998,0.26
Personal Care,South America,Skincare,L'Oreal,Shampoo,128363,0.37,0.04,0.29,0.02,0.06,0.24,0.33999999999999997
Personal Care,South America,Body,L'Oreal,Toner,373980,0.41,0.18,0.16,0.16,0.19999999999999998,0.11,0.21000000000000002
Luxury,Africa,Hair,MAC,Toner,95099,0.18,0.03,0.17,0.009999999999999998,0.05,0.12000000000000001,0.22000000000000003
Luxury,North America,Makeup,L'Oreal,Body Lotion,435795,0.17,0.19,0.23,0.17,0.21,0.18,0.28
Personal Care,Africa,Fragrance,Kaybeauty,Lipstick,455847,0.33,0.07,0.22,0.05,0.09000000000000001,0.16999999999999998,0.27
Personal Care,Asia,Fragrance,L'Oreal,Body Lotion,285304,0.26,0.0,0.19,-0.02,0.02,0.14,0.24
Personal Care,Asia,Hair,MAC,Lipstick,390791,0.13,-0.05,0.2,-0.07,-0.030000000000000002,0.15000000000000002,0.25
Personal Care,Europe,Hair,Kaybeauty,Hair Spray,208337,0.27,-0.02,0.12,-0.04,0.0,0.06999999999999999,0.16999999999999998
Personal Care,Europe,Body,L'Oreal,Foundation,317401,0.14,-0.03,0.06,-0.05,-0.009999999999999998,0.009999999999999995,0.11
Personal Care,South America,Skincare,MAC,Toner,221003,0.33,0.13,0.12,0.11,0.15,0.06999999999999999,0.16999999999999998
Beauty,Africa,Body,MAC,Foundation,61780,0.28,0.06,0.18,0.039999999999999994,0.08,0.13,0.22999999999999998
Personal Care,South America,Fragrance,MAC,Foundation,457460,0.29,0.13,0.13,0.11,0.15,0.08,0.18
Luxury,Asia,Skincare,MAC,Perfume,377716,0.29,-0.0,0.27,-0.02,0.02,0.22000000000000003,0.32
Personal Care,Europe,Body,MAC,Toner,330054,0.28,0.06,0.27,0.039999999999999994,0.08,0.22000000000000003,0.32
Personal Care,Africa,Hair,Kaybeauty,Foundation,229238,0.34,0.11,0.12,0.09,0.13,0.06999999999999999,0.16999999999999998
Beauty,Europe,Hair,MAC,Mascara,138327,0.43,-0.0,0.1,-0.02,0.02,0.05,0.15000000000000002
Beauty,Africa,Makeup,MAC,Mascara,169645,0.29,0.02,0.2,0.0,0.04,0.15000000000000002,0.25
Personal Care,North America,Makeup,Kaybeauty,Lipstick,475168,0.35,-0.04,0.2,-0.06,-0.02,0.15000000000000002,0.25
Luxury,North America,Hair,MAC,Hair Spray,308660,0.43,0.03,0.2,0.009999999999999998,0.05,0.15000000000000002,0.25
Personal Care,South America,Skincare,Kaybeauty,Perfume,419989,0.4,0.15,0.28,0.13,0.16999999999999998,0.23000000000000004,0.33
Beauty,Europe,Hair,MAC,Foundation,342641,0.31,-0.03,0.12,-0.05,-0.009999999999999998,0.06999999999999999,0.16999999999999998
Luxury,South America,Fragrance,L'Oreal,Toner,468679,0.3,0.02,0.08,0.0,0.04,0.03,0.13
Beauty,South America,Body,Kaybeauty,Bronzer,162000,0.48,-0.02,0.17,-0.04,0.0,0.12000000000000001,0.22000000000000003
Beauty,Asia,Hair,Kaybeauty,Conditioner,135275,0.44,-0.05,0.27,-0.07,-0.030000000000000002,0.22000000000000003,0.32
Beauty,North America,Body,L'Oreal,Lipstick,299130,0.26,-0.03,0.24,-0.05,-0.009999999999999998,0.19,0.29
Beauty,Europe,Hair,Kaybeauty,Shampoo,101408,0.33,-0.04,0.15,-0.06,-0.02,0.09999999999999999,0.2
Personal Care,South America,Fragrance,L'Oreal,Hair Spray,353729,0.25,0.01,0.24,-0.01,0.03,0.19,0.29
Luxury,South America,Skincare,Kaybeauty,Body Lotion,413229,0.47,0.12,0.17,0.09999999999999999,0.13999999999999999,0.12000000000000001,0.22000000000000003
Beauty,Europe,Skincare,MAC,Shampoo,412722,0.14,-0.04,0.16,-0.06,-0.02,0.11,0.21000000000000002
Luxury,North America,Fragrance,Kaybeauty,Hair Spray,290035,0.37,0.02,0.08,0.0,0.04,0.03,0.13
Luxury,North America,Body,MAC,Shampoo,168469,0.17,0.11,0.2,0.09,0.13,0.15000000000000002,0.25
Beauty,Asia,Body,Kaybeauty,Body Lotion,136624,0.39,0.18,0.14,0.16,0.19999999999999998,0.09000000000000001,0.19
Luxury,South America,Makeup,Kaybeauty,Perfume,190813,0.5,-0.03,0.22,-0.05,-0.009999999999999998,0.16999999999999998,0.27
Personal Care,North America,Fragrance,Kaybeauty,Hair Spray,298134,0.42,0.04,0.11,0.02,0.06,0.06,0.16
Luxury,South America,Hair,L'Oreal,Hair Spray,384943,0.19,0.1,0.27,0.08,0.12000000000000001,0.22000000000000003,0.32
Personal Care,Europe,Hair,MAC,Shampoo,387180,0.35,0.16,0.09,0.14,0.18,0.039999999999999994,0.14
Luxury,South America,Makeup,Kaybeauty,Hair Spray,137957,0.19,-0.02,0.06,-0.04,0.0,0.009999999999999995,0.11
Luxury,Asia,Makeup,MAC,Mascara,416014,0.39,0.18,0.07,0.16,0.19999999999999998,0.020000000000000004,0.12000000000000001
Luxury,North America,Body,L'Oreal,Perfume,244308,0.43,0.15,0.2,0.13,0.16999999999999998,0.15000000000000002,0.25
Beauty,Africa,Makeup,MAC,Shampoo,84121,0.3,0.01,0.22,-0.01,0.03,0.16999999999999998,0.27
Luxury,Europe,Hair,MAC,Toner,133404,0.4,-0.03,0.1,-0.05,-0.009999999999999998,0.05,0.15000000000000002
Beauty,Asia,Skincare,Kaybeauty,Hair Spray,434762,0.12,-0.04,0.12,-0.06,-0.02,0.06999999999999999,0.16999999999999998
Personal Care,Africa,Hair,L'Oreal,Lipstick,455096,0.46,0.01,0.12,-0.01,0.03,0.06999999999999999,0.16999999999999998
Beauty,North America,Skincare,L'Oreal,Foundation,286328,0.13,0.2,0.2,0.18000000000000002,0.22,0.15000000000000002,0.25
Beauty,Asia,Makeup,L'Oreal,Lipstick,200694,0.12,-0.04,0.28,-0.06,-0.02,0.23000000000000004,0.33
Personal Care,Asia,Fragrance,L'Oreal,Body Lotion,115035,0.46,-0.01,0.05,-0.03,0.01,0.0,0.1
Beauty,Africa,Skincare,MAC,Foundation,205024,0.25,0.02,0.12,0.0,0.04,0.06999999999999999,0.16999999999999998
Personal Care,North America,Skincare,MAC,Lipstick,143402,0.15,-0.01,0.14,-0.03,0.01,0.09000000000000001,0.19
Luxury,Africa,Skincare,MAC,Conditioner,471463,0.27,-0.02,0.18,-0.04,0.0,0.13,0.22999999999999998
Beauty,Europe,Makeup,L'Oreal,Body Lotion,68961,0.21,0.01,0.1,-0.01,0.03,0.05,0.15000000000000002
Beauty,North America,Body,Kaybeauty,Mascara,57131,0.2,0.18,0.24,0.16,0.19999999999999998,0.19,0.29
Beauty,Asia,Fragrance,L'Oreal,Toner,335574,0.14,0.1,0.2,0.08,0.12000000000000001,0.15000000000000002,0.25
Beauty,Africa,Fragrance,L'Oreal,Conditioner,165052,0.16,0.17,0.13,0.15000000000000002,0.19,0.08,0.18
Luxury,Africa,Fragrance,L'Oreal,Body Lotion,199058,0.15,0.01,0.29,-0.01,0.03,0.24,0.33999999999999997
Beauty,Asia,Hair,MAC,Lipstick,199874,0.4,0.12,0.13,0.09999999999999999,0.13999999999999999,0.08,0.18
Luxury,South America,Body,L'Oreal,Perfume,463553,0.11,0.18,0.28,0.16,0.19999999999999998,0.23000000000000004,0.33
Beauty,Africa,Makeup,MAC,Mascara,433899,0.16,0.15,0.24,0.13,0.16999999999999998,0.19,0.29
Personal Care,Asia,Body,MAC,Body Lotion,388668,0.42,0.09,0.12,0.06999999999999999,0.11,0.06999999999999999,0.16999999999999998
Beauty,Asia,Skincare,Kaybeauty,Mascara,121035,0.22,0.1,0.11,0.08,0.12000000000000001,0.06,0.16
Personal Care,Africa,Makeup,Kaybeauty,Body Lotion,194932,0.22,0.03,0.07,0.009999999999999998,0.05,0.020000000000000004,0.12000000000000001
Personal Care,North America,Hair,MAC,Toner,445952,0.48,0.14,0.19,0.12000000000000001,0.16,0.14,0.24
Personal Care,Africa,Skincare,L'Oreal,Foundation,485592,0.26,0.19,0.19,0.17,0.21,0.14,0.24
Personal Care,South America,Fragrance,MAC,Foundation,280648,0.4,0.18,0.05,0.16,0.19999999999999998,0.0,0.1
Luxury,Asia,Body,L'Oreal,Conditioner,244367,0.19,-0.0,0.07,-0.02,0.02,0.020000000000000004,0.12000000000000001
Luxury,South America,Makeup,L'Oreal,Mascara,217506,0.23,0.05,0.3,0.030000000000000002,0.07,0.25,0.35
Personal Care,North America,Hair,MAC,Hair Spray,166048,0.35,-0.04,0.25,-0.06,-0.02,0.2,0.3
Personal Care,South America,Hair,Kaybeauty,Lipstick,200193,0.38,0.14,0.11,0.12000000000000001,0.16,0.06,0.16
Beauty,South America,Makeup,MAC,Lipstick,203807,0.49,0.05,0.13,0.030000000000000002,0.07,0.08,0.18
Luxury,South America,Fragrance,MAC,Shampoo,170973,0.39,-0.04,0.11,-0.06,-0.02,0.06,0.16
Luxury,Europe,Fragrance,Kaybeauty,Shampoo,111265,0.4,0.08,0.21,0.06,0.1,0.15999999999999998,0.26
Beauty,North America,Hair,Kaybeauty,Conditioner,54476,0.17,0.2,0.14,0.18000000000000002,0.22,0.09000000000000001,0.19
Beauty,North America,Body,L'Oreal,Body Lotion,182156,0.32,0.11,0.28,0.09,0.13,0.23000000000000004,0.33
Luxury,Asia,Fragrance,Kaybeauty,Foundation,399899,0.49,0.17,0.27,0.15000000000000002,0.19,0.22000000000000003,0.32
Luxury,Europe,Hair,Kaybeauty,Conditioner,411891,0.32,0.01,0.11,-0.01,0.03,0.06,0.16
Beauty,Africa,Skincare,MAC,Lipstick,233004,0.38,0.1,0.29,0.08,0.12000000000000001,0.24,0.33999999999999997
Luxury,Europe,Body,Kaybeauty,Foundation,428808,0.3,0.05,0.17,0.030000000000000002,0.07,0.12000000000000001,0.22000000000000003
Luxury,Asia,Skincare,Kaybeauty,Bronzer,226246,0.11,0.14,0.13,0.12000000000000001,0.16,0.08,0.18
Personal Care,South America,Fragrance,Kaybeauty,Bronzer,279810,0.26,0.01,0.13,-0.01,0.03,0.08,0.18
Beauty,Asia,Skincare,L'Oreal,Shampoo,314656,0.22,0.01,0.26,-0.01,0.03,0.21000000000000002,0.31
Beauty,Europe,Makeup,Kaybeauty,Shampoo,456247,0.46,0.05,0.28,0.030000000000000002,0.07,0.23000000000000004,0.33
Personal Care,South America,Fragrance,MAC,Bronzer,364636,0.12,0.0,0.17,-0.02,0.02,0.12000000000000001,0.22000000000000003
Personal Care,South America,Hair,L'Oreal,Foundation,378300,0.26,0.04,0.16,0.02,0.06,0.11,0.21000000000000002
Luxury,South America,Hair,MAC,Perfume,156657,0.49,0.09,0.19,0.06999999999999999,0.11,0.14,0.24
Personal Care,Asia,Makeup,Kaybeauty,Foundation,249813,0.27,0.14,0.19,0.12000000000000001,0.16,0.14,0.24
Luxury,Asia,Body,L'Oreal,Hair Spray,298586,0.29,0.2,0.16,0.18000000000000002,0.22,0.11,0.21000000000000002
Beauty,Africa,Skincare,MAC,Perfume,372233,0.43,0.1,0.23,0.08,0.12000000000000001,0.18,0.28
Personal Care,North America,Hair,L'Oreal,Foundation,148995,0.11,0.15,0.27,0.13,0.16999999999999998,0.22000000000000003,0.32
Beauty,Africa,Fragrance,L'Oreal,Bronzer,325337,0.37,0.11,0.19,0.09,0.13,0.14,0.24
Beauty,Africa,Fragrance,MAC,Shampoo,470865,0.31,0.13,0.06,0.11,0.15,0.009999999999999995,0.11
Beauty,Europe,Fragrance,MAC,Toner,420830,0.15,0.09,0.09,0.06999999999999999,0.11,0.039999999999999994,0.14
Beauty,South America,Fragrance,Kaybeauty,Shampoo,96573,0.24,0.19,0.08,0.17,0.21,0.03,0.13
Luxury,Asia,Body,Kaybeauty,Toner,369107,0.15,0.08,0.29,0.06,0.1,0.24,0.33999999999999997
Beauty,Africa,Hair,MAC,Hair Spray,396111,0.27,0.04,0.29,0.02,0.06,0.24,0.33999999999999997
Personal Care,Europe,Body,Kaybeauty,Lipstick,211941,0.12,0.13,0.12,0.11,0.15,0.06999999999999999,0.16999999999999998
Personal Care,North America,Makeup,Kaybeauty,Body Lotion,220275,0.28,0.13,0.18,0.11,0.15,0.13,0.22999999999999998
Luxury,North America,Skincare,MAC,Conditioner,326772,0.32,0.06,0.15,0.039999999999999994,0.08,0.09999999999999999,0.2
Beauty,Europe,Skincare,MAC,Body Lotion,59402,0.26,-0.03,0.11,-0.05,-0.009999999999999998,0.06,0.16
Beauty,Asia,Hair,MAC,Bronzer,369143,0.11,0.13,0.16,0.11,0.15,0.11,0.21000000000000002
Luxury,Asia,Hair,Kaybeauty,Body Lotion,434597,0.25,0.09,0.07,0.06999999999999999,0.11,0.020000000000000004,0.12000000000000001
Beauty,South America,Body,L'Oreal,Lipstick,201863,0.33,0.18,0.12,0.16,0.19999999999999998,0.06999999999999999,0.16999999999999998
Personal Care,South America,Body,MAC,Bronzer,365853,0.35,0.02,0.25,0.0,0.04,0.2,0.3
Beauty,Africa,Body,MAC,Perfume,188721,0.42,0.13,0.08,0.11,0.15,0.03,0.13
Personal Care,South America,Skincare,MAC,Mascara,225721,0.2,0.12,0.22,0.09999999999999999,0.13999999999999999,0.16999999999999998,0.27
Luxury,Europe,Body,MAC,Shampoo,279542,0.24,0.11,0.2,0.09,0.13,0.15000000000000002,0.25
Personal Care,South America,Body,MAC,Hair Spray,145446,0.44,0.16,0.13,0.14,0.18,0.08,0.18
Personal Care,Africa,Skincare,L'Oreal,Foundation,303048,0.2,0.1,0.27,0.08,0.12000000000000001,0.22000000000000003,0.32
Beauty,Europe,Makeup,MAC,Bronzer,497169,0.25,0.15,0.16,0.13,0.16999999999999998,0.11,0.21000000000000002
Personal Care,Africa,Hair,L'Oreal,Hair Spray,88297,0.4,0.18,0.21,0.16,0.19999999999999998,0.15999999999999998,0.26
Personal Care,Asia,Body,MAC,Bronzer,406309,0.1,0.11,0.15,0.09,0.13,0.09999999999999999,0.2
Luxury,South America,Hair,Kaybeauty,Lipstick,408316,0.11,0.09,0.08,0.06999999999999999,0.11,0.03,0.13
Personal Care,North America,Skincare,Kaybeauty,Mascara,133275,0.31,0.2,0.06,0.18000000000000002,0.22,0.009999999999999995,0.11
Luxury,South America,Body,Kaybeauty,Perfume,466101,0.24,0.02,0.26,0.0,0.04,0.21000000000000002,0.31
Luxury,South America,Fragrance,L'Oreal,Conditioner,493744,0.45,0.05,0.09,0.030000000000000002,0.07,0.039999999999999994,0.14
